Phrase,Sentiment
"This charming , thought-provoking New York fest of life and love has its rewards .",4
"a nice , light treat",3
"sex , duty and love",3
observed character piece .,3
in practically every facet of inept filmmaking,1
darkness,1
"There 's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .",1
Americans,3
educates viewers with words and pictures while entertaining them,4
storytelling prowess,3
despite its mainland setting,2
One of the year,2
as the characterizations turn more crassly reductive,1
genuine depth,4
the smug self-satisfaction,1
From Danang reveals that efforts toward closure only open new wounds .,2
out,1
runs around and,3
the idea of the white man arriving on foreign shores to show wary natives the true light is abhorrent to you,1
that miss,1
"vibrant , and intelligent",4
Plays like a series of vignettes -- clips of a film that are still looking for a common through-line .,1
solidly entertaining and moving,4
a worthless film,0
watchable .,3
"the depth of these two literary figures , and even the times in which they lived",3
"solid , satisfying fare for adults",4
to find her way,2
"The movie is silly beyond comprehension , and",0
turn Bill Paxton into an A-list director,3
Gorgeous to look at but,3
endear itself to American art house audiences,3
they do n't fit well together and neither is well told,1
Heartwarming and gently comic even as the film breaks your heart,4
protect your community,3
snazzy dialogue,3
It may be a no-brainer,3
vividly detailed story about newcomers in a strange new world,4
"Though writer\/director Bart Freundlich 's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of Crudup 's anchoring performance .",3
makers,2
"of goodness that is flawed , compromised and sad",3
holiday carol,3
solid and refined piece,3
"is good all round , but what really sets the film apart is Debrauwer 's refusal to push the easy emotional buttons",4
's finally been given a part worthy of her considerable talents,3
"we had to endure last summer , and",1
the feet,2
offers some flashy twists and turns that occasionally fortify this turgid fable .,3
navigates a fast fade into pomposity and pretentiousness,1
non-techies,2
blab,1
"This sensitive , smart , savvy , compelling coming-of-age drama",4
a good chance,3
"joyless ,",1
"It may be a no-brainer , but at least it 's a funny no-brainer",3
that makes a depleted yesterday feel very much like a brand-new tomorrow,3
well-developed,3
"An exceptionally acted , quietly affecting cop drama .",4
A strong script,3
is a poem to the enduring strengths of women,4
little visible talent and no energy,0
"is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and",3
elegant film,4
that is really funny,4
ploughing,2
quite good-natured,3
of Richard Nixon,3
Reno,2
that manages to show the gentle and humane side of Middle Eastern world politics,3
been held hostage by generic scripts that seek to remake Sleepless in Seattle again and again,0
you can feel the love .,3
"it 's a dark , gritty story but",3
well-crafted film,4
Highly uneven and inconsistent ... Margarita Happy Hour kinda resembles the el cheapo margaritas served within .,0
"Viewed as a comedy , a romance , a fairy tale , or a drama",3
"'s as comprehensible as any Dummies guide , something even non-techies can enjoy .",3
clarity,3
that old familiar feeling of ` let 's get this thing over with ',1
breathtakingly spectacular,4
"There are a couple of things that elevate `` Glory '' above most of its ilk , most notably the mere presence of Duvall .",3
a loony melodramatic denouement,1
means,2
"some very good acting ,",4
impossible to care about,1
obsessively,1
is better-focused than the incomprehensible Anne Rice novel it 's based upon,3
is a VH1 Behind the Music special that has something a little more special behind it : music that did n't sell many records but helped change a nation,3
a few gut-busting laughs,3
its provocative conclusion,3
often downright creepy,1
Rising,3
it also has many of the things that made the first one charming .,3
"be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",4
"pat storylines ,",2
a nice little story in the process,3
"a heartwarming , nonjudgmental kind",4
", scarily funny , sorrowfully sympathetic to the damage it surveys",3
Oscar-sweeping,4
for sex in the movies look like cheap hysterics,0
a reading from Bartlett 's Familiar Quotations,2
go hand in hand with talent,3
of the other,3
Like any good romance,3
irresistibly,3
intense,3
"dark , gritty story",2
"that tells a sweet , charming tale of intergalactic friendship",3
or,2
is a superior horror flick,4
"is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound .",1
finds a consistent tone and,3
The gorgeously elaborate continuation,4
a giant step backward for a director I admire,0
"Jagger , Stoppard and director Michael Apted ... deliver a riveting and surprisingly romantic ride .",4
Its generic villains,2
Mystery Science Theater 3000 guys,2
unfortunately,1
setting,2
monstrous lunatic,2
a juicy soap opera,3
lurid,2
"unfolds as Sand 's masculine persona , with its love of life and beauty , takes form",3
that makes the formula fresh again,4
"Reassuring , retro uplifter .",4
makes,2
Comes,2
"that comes along only occasionally , one so unconventional , gutsy and perfectly",3
15 years old,3
entertainingly presented,3
experience,2
be fruitful,3
"But though he only scratches the surface , at least he provides a strong itch to explore more .",3
deserved co-winner,3
"Yet in its own aloof , unreachable way it 's so fascinating you wo n't be able to look away for a second .",3
"Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .",3
"'s a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth",4
rather beautiful,4
"I liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere .",0
It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .,1
"is one of Mr. Chabrol 's subtlest works , but also one of his most uncanny .",4
a personal low for everyone involved,0
those who paid for it,2
especially fine,4
dumbed-down,1
I will be .,3
", Blade 2 is definitely a cut above the rest .",4
`` the road paved with good intentions leads to the video store '',3
be building suspense,3
the best actor,4
Pianist,2
a spirit,3
"It 's more enjoyable than I expected , though ,",3
"... does full honor to Miyazaki 's teeming and often unsettling landscape , and to the conflicted complexity of his characters .",4
make this an eminently engrossing film,4
"solid , spooky entertainment",3
