Phrase,Sentiment
"Like most of Jaglom 's films , some of it is honestly affecting , but",3
to recommend it,3
The movie 's progression,3
the twist endings,3
no teeth,1
just such a dungpile that you 'd swear you,1
Americans,3
"Fortunately , you still have that option .",2
sharp focus,3
"hilariously , gloriously alive ,",4
it is easy to take this film at face value and enjoy its slightly humorous and tender story,3
Has no reason to exist,1
"to stand in for true , lived experience",3
sci-fi drama that takes itself all too seriously .,1
trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product,0
mildly amusing,3
"'s destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics",4
giving us much this time,3
"One of the funniest motion pictures of the year ,",4
passion and energy,4
struggle furiously with their fears and foibles,2
The cast delivers without sham the raw-nerved story .,3
Being,2
ambitious,3
runaway success,3
"Like its title character , this Nicholas Nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .",3
comic elements,3
a tragedy,1
the film works - mostly due to its superior cast of characters .,3
barely realize your mind is being blown .,3
forces,2
"is clever and funny ,",4
captivating,4
ties,2
"Enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers .",3
zeal,3
"I just saw this movie ... well , it 's probably not accurate to call it a movie",1
very stylish and,3
of loving,3
"a dumb , fun , curiously adolescent movie this",3
know that I 'll never listen to Marvin Gaye or the Supremes the same way again,3
O'Fallon,2
gives,2
"gentle , mesmerizing portrait",3
Wilde 's play is a masterpiece of elegant wit and artifice .,4
Stage director Sam Mendes showcases Tom Hanks as a depression era hit-man in this dark tale of revenge .,3
is fantastic .,4
"... plenty of warmth to go around , with music and laughter and the love of family .",4
a satisfying movie experience,4
's just,2
"a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn",4
shines like a lonely beacon,3
a riveting and surprisingly romantic ride,4
intelligence and,3
acquire the fast-paced contemporary society,3
ready to go to the U.N. and ask permission for a preemptive strike,1
acceptable entertainment for the entire family and one,4
peels layers,3
supremely hopeful cautionary tale,3
"It may not be particularly innovative , but the film 's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding",3
understand the delicate forcefulness of Greene 's prose,2
that is a self-glorified Martin Lawrence lovefest,2
the gratuitous cinematic distractions,1
generous and deep,3
A charming and funny story,4
the film operates nicely off the element of surprise,4
labours as storytelling,1
"fails on its own , but makes you second-guess your affection for the original",0
Kafka,3
all,2
the first half of Gangster No. 1 drips with style,3
"On that score , the film certainly does n't disappoint .",4
is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors .,0
you 're in luck .,3
a horror movie 's primary goal,2
dwindles .,1
incredibly captivating and,4
clever makeup design,3
of the finest films of the year,4
"While somewhat less than it might have been , the film is a good one , and you 've got to hand it to director George Clooney for biting off such a big job the first time out",4
Filmmaker Tian Zhuangzhuang,2
finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,0
bring,3
a good job,4
bittersweet contemporary comedy,3
It 's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison .,2
"Thanks largely to Williams , all the interesting developments are processed in 60 minutes",3
"real dawns , comic relief",3
A stylish cast and,3
so intensely feminine that it serves as the antidote -LRB- and cannier doppelganger -RRB- to Diesel 's XXX flex-a-thon .,4
like other movies,2
"vividly recalls the Cary Grant of Room for One More , Houseboat and Father Goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .",3
especially fine,4
hilarious ode,4
This 100-minute movie only has about 25 minutes of decent material .,1
"Every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible",4
"A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom --",3
audience falls asleep,0
perfect balance,3
It 's a feel-good movie about which you can actually feel good .,4
surprisingly enjoyable,4
"viewing for its courage , ideas , technical proficiency and great acting",3
"present an unflinching look at one man 's downfall , brought about by his lack of self-awareness",3
their earnestness,3
delightful romantic comedy,4
constrictive Eisenhower era,3
's cliche to call the film ` refreshing,1
"an evil , monstrous lunatic",1
"performances , great to look at , and funny",4
that sneaks up on you and stays with you long after you have left the theatre,4
thought-provoking picture .,4
is struck less by its lavish grandeur than by its intimacy and precision,3
action-packed an experience,3
is a brilliant movie .,4
a scientific law to be discerned here that producers would be well to heed,1
the host defend himself against a frothing ex-girlfriend,2
clever ways,3
"pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love",4
action-packed an experience as a ringside seat,3
as beautifully shaped and as delicately calibrated in tone,4
Alternately frustrating and rewarding .,3
Happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .,4
"not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department",3
"charming , funny and beautifully",4
a thoughtful what-if for the heart as well as the mind .,3
a refreshingly forthright one,4
turntablism,3
"is the Kathie Lee Gifford of film directors ,",0
that will leave you wondering about the characters ' lives after the clever credits roll,3
A work that lacks both a purpose and a strong pulse .,0
insane comic undertaking,3
offers some flashy twists and,3
possibilities which imbue the theme with added depth and resonance,4
arrive early,3
"I liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere",0
the most purely enjoyable and satisfying evenings at the movies,4
I like it .,3
Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed,4
most sparkling,4
has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense,3
